"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2019-11-01","1,472.70","1,515.10","1,519.00","1,446.20","7.05M","-2.78%"
"2019-10-01","1,514.80","1,478.00","1,525.80","1,465.00","7.63M","2.84%"
"2019-09-01","1,472.90","1,535.20","1,566.20","1,470.50","8.16M","-3.69%"
"2019-08-01","1,529.40","1,425.60","1,565.00","1,412.10","9.04M","6.37%"
"2019-07-01","1,437.80","1,401.80","1,454.40","1,384.70","8.11M","1.70%"
"2019-06-01","1,413.70","1,312.50","1,442.90","1,310.90","7.03M","7.83%"
"2019-05-01","1,311.10","1,284.20","1,311.90","1,267.30","5.92M","1.98%"
"2019-04-01","1,285.70","1,295.90","1,314.70","1,267.90","4.90M","-0.99%"
"2019-03-01","1,298.50","1,315.90","1,324.50","1,280.80","5.44M","-1.34%"
"2019-02-01","1,316.10","1,323.00","1,349.80","1,304.70","3.67M","-0.69%"
"2019-01-01","1,325.20","1,285.00","1,331.10","1,275.30","5.00M","3.43%"
"2018-12-01","1,281.30","1,228.60","1,286.50","1,228.50","3.93M","4.51%"
"2018-11-01","1,226.00","1,216.60","1,239.30","1,196.60","5.14M","0.91%"
"2018-10-01","1,215.00","1,196.10","1,246.00","1,186.00","6.22M","1.57%"
"2018-09-01","1,196.20","1,207.00","1,218.00","1,184.30","5.24M","-0.87%"
"2018-08-01","1,206.70","1,232.70","1,233.70","1,167.10","6.04M","-2.18%"
"2018-07-01","1,233.60","1,253.40","1,266.90","1,210.70","5.84M","-1.67%"
"2018-06-01","1,254.50","1,303.00","1,313.00","1,246.90","5.48M","-3.85%"
"2018-05-01","1,304.70","1,316.00","1,326.30","1,281.20","7.34M","-1.10%"
"2018-04-01","1,319.20","1,330.70","1,369.40","1,310.70","6.38M","-0.61%"
"2018-03-01","1,327.30","1,319.30","1,356.80","1,303.60","6.27M","0.71%"
"2018-02-01","1,317.90","1,348.20","1,364.40","1,309.00","5.75M","-1.88%"
"2018-01-01","1,343.10","1,305.30","1,365.40","1,304.60","7.55M","2.58%"
"2017-12-01","1,309.30","1,277.90","1,309.80","1,238.30","4.98M","2.55%"
"2017-11-01","1,276.70","1,271.80","1,300.40","1,265.90","7.44M","0.49%"
"2017-10-01","1,270.50","1,282.20","1,308.40","1,262.80","6.43M","-1.11%"
"2017-09-01","1,284.80","1,326.90","1,362.40","1,278.20","6.62M","-2.83%"
"2017-08-01","1,322.20","1,275.60","1,331.90","1,257.10","6.55M","3.83%"
"2017-07-01","1,273.40","1,241.70","1,277.30","1,204.00","4.85M","2.50%"
"2017-06-01","1,242.30","1,271.60","1,298.80","1,236.50","4.67M","-2.60%"
"2017-05-01","1,275.40","1,269.60","1,276.80","1,214.30","5.37M","0.56%"
"2017-04-01","1,268.30","1,251.90","1,297.40","1,245.40","4.43M","1.37%"
"2017-03-01","1,251.20","1,248.50","1,261.00","1,194.50","5.08M","-0.22%"
"2017-02-01","1,253.90","1,212.20","1,264.90","1,199.70","4.17M","3.51%"
"2017-01-01","1,211.40","1,151.40","1,220.10","1,146.50","4.85M","5.18%"
"2016-12-01","1,151.70","1,175.10","1,190.20","1,124.30","3.30M","-1.89%"
"2016-11-01","1,173.90","1,277.80","1,338.30","1,170.30","5.98M","-7.79%"
"2016-10-01","1,273.10","1,321.00","1,322.60","1,243.20","3.49M","-3.34%"
"2016-09-01","1,317.10","1,311.70","1,357.60","1,305.50","3.66M","0.43%"
"2016-08-01","1,311.40","1,357.20","1,374.20","1,306.90","3.98M","-3.40%"
"2016-07-01","1,357.50","1,324.80","1,377.50","1,310.70","4.61M","2.79%"
"2016-06-01","1,320.60","1,217.90","1,362.60","1,208.20","4.54M","8.47%"
"2016-05-01","1,217.50","1,293.20","1,306.00","1,201.50","4.63M","-5.66%"
"2016-04-01","1,290.50","1,234.10","1,299.00","1,210.30","3.66M","4.44%"
"2016-03-01","1,235.60","1,238.90","1,287.80","1,206.00","4.59M","0.10%"
"2016-02-01","1,234.40","1,118.00","1,263.90","1,115.30","4.08M","10.57%"
"2016-01-01","1,116.40","1,061.50","1,128.00","1,061.00","3.23M","5.30%"
"2015-12-01","1,060.20","1,064.60","1,088.30","1,045.40","2.56M","-0.48%"
"2015-11-01","1,065.30","1,141.30","1,142.70","1,051.60","3.17M","-6.67%"
"2015-10-01","1,141.40","1,114.50","1,191.70","1,103.80","2.91M","2.35%"
"2015-09-01","1,115.20","1,133.80","1,156.40","1,097.70","2.67M","-1.53%"
"2015-08-01","1,132.50","1,095.10","1,169.80","1,080.20","3.18M","3.42%"
"2015-07-01","1,095.10","1,172.40","1,174.40","1,072.30","3.60M","-6.55%"
"2015-06-01","1,171.80","1,189.80","1,205.70","1,162.10","2.70M","-1.51%"
"2015-05-01","1,189.80","1,183.70","1,232.00","1,168.40","2.95M","0.63%"
"2015-04-01","1,182.40","1,183.20","1,224.50","1,174.10","2.87M","-0.07%"
"2015-03-01","1,183.20","1,213.80","1,223.00","1,141.60","3.42M","-2.46%"
"2015-02-01","1,213.10","1,283.00","1,286.50","1,190.00","2.39M","-5.17%"
