日付け,終値,始値,高値,安値,出来高,変化率 %
1996-10-21,4.937,4.905,4.955,4.905,,0.82%
1996-10-22,4.99,4.955,5.0,4.95,,1.07%
1996-10-23,4.988,4.965,5.0,4.965,,-0.04%
1996-10-24,4.918,4.985,4.985,4.89,,-1.40%
1996-10-25,4.925,4.91,4.94,4.9,,0.14%
1996-10-28,4.93,4.93,4.935,4.915,,0.10%
1996-10-29,4.82,4.905,4.905,4.81,,-2.23%
1996-10-30,4.828,4.81,4.84,4.79,,0.17%
1996-10-31,4.808,4.835,4.88,4.76,,-0.41%
1996-11-01,4.798,4.805,4.815,4.765,,-0.21%
1996-11-04,4.808,4.8,4.82,4.8,,0.21%
1996-11-05,4.793,4.81,4.83,4.78,,-0.31%
1996-11-06,4.713,4.785,4.81,4.71,,-1.67%
1996-11-07,4.833,4.73,4.875,4.73,,2.55%
1996-11-08,4.838,4.835,4.845,4.765,,0.10%
1996-11-11,4.893,4.85,4.9,4.84,,1.14%
1996-11-12,4.88,4.895,4.905,4.83,,-0.27%
1996-11-13,4.898,4.89,4.94,4.865,,0.37%
1996-11-14,4.84,4.89,4.935,4.83,,-1.18%
1996-11-15,4.938,4.845,4.97,4.82,,2.02%
1996-11-18,4.883,4.94,4.94,4.87,,-1.11%
1996-11-19,4.873,4.88,4.885,4.855,,-0.20%
1996-11-20,4.945,4.87,4.965,4.865,,1.48%
1996-11-21,4.84,4.93,4.945,4.805,,-2.12%
1996-11-22,4.835,4.825,4.875,4.825,,-0.10%
1996-11-25,4.72,4.82,4.825,4.69,,-2.38%
1996-11-26,4.714,4.74,4.74,4.69,,-0.13%
1996-11-27,4.714,4.7,4.73,4.66,,0.00%
1996-12-02,4.742,4.76,4.775,4.72,,0.59%
1996-12-03,4.845,4.72,4.85,4.71,,2.17%
1996-12-04,4.862,4.825,4.885,4.815,,0.35%
1996-12-05,4.892,4.86,4.915,4.77,,0.62%
1996-12-06,4.805,4.89,4.93,4.8,,-1.78%
1996-12-09,4.807,4.8,4.84,4.78,,0.04%
1996-12-10,4.872,4.805,4.89,4.805,,1.35%
1996-12-11,4.86,4.865,4.92,4.79,,-0.25%
1996-12-12,4.86,4.86,4.89,4.835,,0.00%
1996-12-13,4.85,4.87,4.895,4.83,,-0.21%
1996-12-16,4.835,4.845,4.85,4.82,,-0.31%
1996-12-17,4.893,4.84,4.955,4.82,,1.20%
1996-12-18,4.893,4.895,4.92,4.855,,0.00%
1996-12-19,4.885,4.89,4.915,4.875,,-0.16%
1996-12-20,4.858,4.88,4.935,4.825,,-0.55%
1996-12-23,4.863,4.855,4.875,4.85,,0.10%
1996-12-24,4.873,4.86,4.875,4.855,,0.21%
1996-12-26,4.928,4.87,4.93,4.87,,1.13%
1996-12-27,4.913,4.92,4.945,4.9,,-0.30%
1996-12-30,4.815,4.905,4.92,4.8,,-1.99%
1996-12-31,4.79,4.83,4.835,4.71,,-0.52%
1997-01-02,4.732,4.785,4.805,4.72,,-1.21%
1997-01-03,4.685,4.73,4.745,4.67,,-0.99%
1997-01-06,4.652,4.7,4.7,4.635,,-0.70%
1997-01-07,4.71,4.66,4.76,4.655,,1.25%
1997-01-08,4.66,4.71,4.71,4.64,,-1.06%
1997-01-09,4.735,4.67,4.76,4.66,,1.61%
1997-01-10,4.765,4.735,4.785,4.735,,0.63%
1997-01-13,4.717,4.75,4.795,4.675,,-1.01%
1997-01-14,4.675,4.72,4.745,4.67,,-0.89%
1997-01-15,4.685,4.68,4.715,4.61,,0.21%
1997-01-16,4.74,4.67,4.775,4.665,,1.17%
1997-01-17,4.772,4.745,4.81,4.735,,0.68%
1997-01-20,4.732,4.78,4.78,4.71,,-0.84%
1997-01-21,4.715,4.735,4.79,4.705,,-0.36%
1997-01-22,4.723,4.715,4.745,4.69,,0.17%
1997-01-23,4.875,4.72,4.895,4.71,,3.22%
1997-01-24,4.977,4.87,5.0,4.855,,2.09%
1997-01-27,5.047,4.97,5.055,4.94,,1.41%
1997-01-28,4.963,5.05,5.06,4.945,,-1.66%
1997-01-29,4.94,4.965,4.965,4.895,,-0.46%
1997-01-30,4.955,4.94,4.975,4.86,,0.30%
1997-01-31,4.92,4.945,4.98,4.81,,-0.71%
1997-02-03,4.902,4.92,4.93,4.84,,-0.37%
1997-02-04,4.857,4.905,4.92,4.835,,-0.92%
1997-02-05,4.872,4.86,4.895,4.81,,0.31%
1997-02-06,4.857,4.88,4.895,4.815,,-0.31%
1997-02-07,4.942,4.845,4.97,4.79,,1.75%
1997-02-10,4.96,4.95,4.97,4.905,,0.36%
1997-02-11,4.838,4.955,4.96,4.8,,-2.46%
1997-02-12,5.135,4.85,5.22,4.81,,6.14%
1997-02-13,5.142,5.13,5.185,5.105,,0.14%
1997-02-14,5.252,5.14,5.275,5.13,,2.14%
1997-02-18,5.215,5.22,5.255,5.19,,-0.70%
1997-02-19,5.19,5.22,5.24,5.155,,-0.48%
1997-02-20,5.23,5.19,5.26,5.14,,0.77%
1997-02-21,5.19,5.23,5.27,5.185,,-0.76%
1997-02-24,5.2,5.19,5.225,5.185,,0.19%
1997-02-25,5.227,5.195,5.23,5.16,,0.52%
1997-02-26,5.197,5.225,5.34,5.15,,-0.57%
1997-02-27,5.295,5.245,5.395,5.235,,1.89%
1997-02-28,5.36,5.29,5.38,5.25,,1.23%
1997-03-03,5.34,5.345,5.435,5.31,,-0.37%
1997-03-04,5.265,5.335,5.35,5.25,,-1.40%
1997-03-05,5.24,5.26,5.28,5.17,,-0.47%
1997-03-06,5.227,5.245,5.3,5.185,,-0.25%
1997-03-07,5.185,5.23,5.24,5.165,,-0.80%
1997-03-10,5.275,5.18,5.3,5.11,,1.74%
1997-03-11,5.285,5.275,5.305,5.235,,0.19%
1997-03-12,5.228,5.28,5.305,5.21,,-1.08%
1997-03-13,5.313,5.23,5.34,5.23,,1.63%
1997-03-14,5.283,5.31,5.345,5.27,,-0.56%
1997-03-17,5.238,5.28,5.29,5.23,,-0.85%
1997-03-18,5.203,5.23,5.245,5.115,,-0.67%
1997-03-19,5.24,5.2,5.28,5.19,,0.71%
1997-03-20,5.22,5.25,5.275,5.185,,-0.38%
1997-03-21,5.165,5.22,5.23,5.145,,-1.05%
1997-03-24,5.197,5.17,5.21,5.12,,0.62%
1997-03-25,5.12,5.19,5.2,5.1,,-1.48%
1997-03-26,5.165,5.12,5.19,5.1,,0.88%
1997-03-27,5.147,5.17,5.18,5.12,,-0.35%
1997-03-31,5.075,5.16,5.17,5.03,,-1.40%
1997-04-01,5.005,5.075,5.085,4.965,,-1.38%
1997-04-02,4.87,5.01,5.035,4.86,,-2.70%
1997-04-03,4.73,4.87,4.89,4.655,,-2.87%
1997-04-04,4.742,4.74,4.78,4.71,,0.25%
1997-04-07,4.79,4.7,4.805,4.7,,1.01%
1997-04-08,4.78,4.79,4.825,4.75,,-0.21%
1997-04-09,4.775,4.79,4.805,4.76,,-0.10%
1997-04-10,4.782,4.765,4.8,4.76,,0.15%
1997-04-11,4.72,4.795,4.8,4.68,,-1.30%
1997-04-14,4.723,4.71,4.745,4.7,,0.06%
1997-04-15,4.708,4.72,4.725,4.66,,-0.32%
1997-04-16,4.77,4.715,4.795,4.705,,1.32%
1997-04-17,4.695,4.775,4.83,4.67,,-1.57%
1997-04-18,4.713,4.705,4.755,4.67,,0.38%
1997-04-21,4.735,4.72,4.755,4.72,,0.47%
1997-04-22,4.715,4.745,4.77,4.705,,-0.42%
1997-04-23,4.725,4.71,4.74,4.675,,0.21%
1997-04-24,4.693,4.73,4.73,4.675,,-0.68%
1997-04-25,4.72,4.69,4.735,4.685,,0.58%
1997-04-28,4.61,4.705,4.715,4.57,,-2.33%
1997-04-29,4.67,4.67,4.695,4.645,,1.30%
1997-04-30,4.693,4.68,4.76,4.67,,0.49%
1997-05-01,4.768,4.7,4.8,4.67,,1.60%
1997-05-02,4.728,4.77,4.775,4.72,,-0.84%
1997-05-05,4.768,4.73,4.79,4.72,,0.85%
1997-05-06,4.733,4.765,4.79,4.72,,-0.73%
1997-05-07,4.758,4.73,4.78,4.73,,0.53%
1997-05-08,4.86,4.76,4.88,4.76,,2.14%
1997-05-09,4.88,4.855,4.925,4.84,,0.41%
1997-05-12,4.835,4.885,4.93,4.83,,-0.92%
1997-05-13,4.878,4.84,4.905,4.82,,0.89%
1997-05-14,4.838,4.885,4.895,4.83,,-0.82%
1997-05-15,4.858,4.84,4.87,4.835,,0.41%
1997-05-16,4.693,4.855,4.865,4.665,,-3.40%
1997-05-19,4.713,4.72,4.72,4.625,,0.43%
1997-05-20,4.713,4.71,4.735,4.68,,0.00%
1997-05-21,4.695,4.715,4.72,4.67,,-0.38%
1997-05-22,4.678,4.7,4.705,4.66,,-0.36%
1997-05-23,4.738,4.685,4.78,4.64,,1.28%
1997-05-27,4.748,4.74,4.76,4.725,,0.21%
1997-05-28,4.73,4.755,4.77,4.65,,-0.38%
1997-05-29,4.838,4.735,4.845,4.71,,2.28%
1997-05-30,4.675,4.825,4.85,4.67,,-3.37%
1997-06-02,4.698,4.675,4.73,4.675,,0.49%
1997-06-03,4.728,4.705,4.745,4.69,,0.64%
1997-06-04,4.7,4.73,4.74,4.69,,-0.59%
1997-06-05,4.77,4.7,4.82,4.685,,1.49%
1997-06-06,4.783,4.78,4.93,4.77,,0.27%
1997-06-09,4.74,4.78,4.82,4.695,,-0.90%
1997-06-10,4.745,4.745,4.785,4.725,,0.11%
1997-06-11,4.745,4.75,4.77,4.72,,0.00%
1997-06-12,4.708,4.75,4.75,4.705,,-0.78%
1997-06-13,4.675,4.7,4.74,4.65,,-0.70%
1997-06-16,4.687,4.68,4.7,4.675,,0.26%
1997-06-17,4.762,4.71,4.805,4.68,,1.60%
1997-06-18,4.695,4.765,4.78,4.675,,-1.41%
1997-06-19,4.745,4.695,4.78,4.62,,1.06%
1997-06-20,4.712,4.75,4.75,4.69,,-0.70%
1997-06-23,4.812,4.685,4.82,4.675,,2.12%
1997-06-24,4.75,4.81,4.83,4.73,,-1.29%
1997-06-25,4.755,4.75,4.785,4.745,,0.11%
1997-06-26,4.74,4.76,4.775,4.68,,-0.32%
1997-06-27,4.725,4.79,4.795,4.72,,-0.32%
1997-06-30,4.648,4.715,4.745,4.63,,-1.63%
1997-07-01,4.678,4.655,4.71,4.65,,0.65%
1997-07-02,4.645,4.675,4.7,4.64,,-0.71%
1997-07-03,4.57,4.64,4.68,4.56,,-1.61%
1997-07-07,4.285,4.57,4.575,4.25,,-6.24%
1997-07-08,4.335,4.3,4.38,4.175,,1.17%
1997-07-09,4.32,4.335,4.345,4.25,,-0.35%
1997-07-10,4.383,4.32,4.395,4.305,,1.46%
1997-07-11,4.36,4.37,4.395,4.325,,-0.52%
1997-07-14,4.275,4.36,4.375,4.26,,-1.95%
1997-07-15,4.297,4.275,4.345,4.235,,0.51%
1997-07-16,4.185,4.295,4.335,4.18,,-2.61%
1997-07-17,4.245,4.19,4.285,4.145,,1.43%
1997-07-18,4.27,4.26,4.34,4.22,,0.59%
1997-07-21,4.258,4.3,4.32,4.25,,-0.28%
1997-07-22,4.303,4.275,4.36,4.255,,1.06%
1997-07-23,4.295,4.32,4.33,4.255,,-0.19%
1997-07-24,4.28,4.29,4.45,4.26,,-0.35%
1997-07-25,4.32,4.28,4.35,4.195,,0.93%
1997-07-28,4.358,4.325,4.38,4.305,,0.88%
1997-07-29,4.325,4.37,4.37,4.28,,-0.76%
1997-07-30,4.373,4.325,4.405,4.32,,1.11%
1997-07-31,4.49,4.365,4.5,4.36,,2.68%
1997-08-01,4.47,4.48,4.5,4.42,,-0.45%
1997-08-04,4.507,4.47,4.54,4.455,,0.83%
1997-08-05,4.315,4.49,4.5,4.29,,-4.26%
1997-08-06,4.333,4.325,4.36,4.305,,0.42%
1997-08-07,4.375,4.335,4.39,4.31,,0.97%
1997-08-08,4.375,4.37,4.475,4.31,,0.00%
1997-08-11,4.44,4.4,4.45,4.37,,1.49%
1997-08-12,4.425,4.44,4.445,4.38,,-0.34%
1997-08-13,4.507,4.44,4.545,4.42,,1.85%
1997-08-14,4.405,4.5,4.52,4.365,,-2.26%
1997-08-15,4.56,4.41,4.57,4.39,,3.52%
1997-08-18,4.502,4.565,4.57,4.47,,-1.27%
1997-08-19,4.512,4.48,4.53,4.475,,0.22%
1997-08-20,4.49,4.5,4.52,4.425,,-0.49%
1997-08-21,4.505,4.49,4.545,4.465,,0.33%
1997-08-22,4.682,4.515,4.7,4.465,,3.93%
1997-08-25,4.612,4.655,4.67,4.595,,-1.50%
1997-08-26,4.657,4.615,4.665,4.6,,0.98%
1997-08-27,4.64,4.66,4.66,4.61,,-0.37%
1997-08-28,4.71,4.675,4.86,4.675,,1.51%
1997-08-29,4.685,4.72,4.77,4.66,,-0.53%
1997-09-02,4.662,4.705,4.74,4.645,,-0.49%
1997-09-03,4.707,4.66,4.735,4.635,,0.97%
1997-09-04,4.71,4.71,4.75,4.655,,0.06%
1997-09-05,4.73,4.715,4.78,4.66,,0.42%
1997-09-08,4.702,4.72,4.74,4.68,,-0.59%
1997-09-09,4.76,4.705,4.775,4.68,,1.23%
1997-09-10,4.748,4.755,4.77,4.725,,-0.25%
1997-09-11,4.765,4.755,4.85,4.745,,0.36%
1997-09-12,4.775,4.765,4.815,4.725,,0.21%
1997-09-15,4.757,4.765,4.78,4.735,,-0.38%
1997-09-16,4.615,4.765,4.77,4.58,,-2.99%
1997-09-17,4.605,4.595,4.64,4.57,,-0.22%
1997-09-18,4.685,4.605,4.72,4.605,,1.74%
1997-09-19,4.705,4.695,4.74,4.685,,0.43%
1997-09-22,4.673,4.715,4.715,4.66,,-0.68%
1997-09-23,4.695,4.68,4.705,4.65,,0.47%
1997-09-24,4.755,4.7,4.76,4.7,,1.28%
1997-09-25,4.785,4.755,4.825,4.735,,0.63%
1997-09-26,4.822,4.79,4.84,4.755,,0.77%
1997-09-29,5.105,4.82,5.12,4.82,,5.87%
1997-09-30,5.232,5.105,5.33,5.075,,2.49%
1997-10-01,5.185,5.23,5.25,5.15,,-0.90%
1997-10-02,5.17,5.17,5.23,5.165,,-0.29%
1997-10-03,5.303,5.18,5.315,5.15,,2.57%
1997-10-06,5.207,5.31,5.31,5.19,,-1.81%
1997-10-07,5.202,5.195,5.24,5.16,,-0.10%
1997-10-08,5.23,5.205,5.32,5.185,,0.54%
1997-10-09,5.125,5.235,5.285,5.085,,-2.01%
1997-10-10,5.195,5.14,5.2,5.115,,1.37%
1997-10-13,5.147,5.18,5.21,5.14,,-0.92%
1997-10-14,5.08,5.135,5.145,5.055,,-1.30%
1997-10-15,5.067,5.085,5.085,4.99,,-0.26%
1997-10-16,4.91,5.07,5.115,4.895,,-3.10%
1997-10-17,4.958,4.925,4.975,4.88,,0.98%
1997-10-20,4.938,4.95,4.96,4.87,,-0.40%
1997-10-21,4.978,4.93,4.99,4.92,,0.81%
1997-10-22,5.033,4.965,5.08,4.945,,1.10%
1997-10-23,4.938,5.03,5.08,4.925,,-1.89%
1997-10-24,4.785,4.945,4.95,4.77,,-3.10%
1997-10-27,4.79,4.785,4.855,4.74,,0.10%
1997-10-28,4.805,4.79,4.82,4.63,,0.31%
1997-10-29,4.795,4.8,4.83,4.725,,-0.21%
1997-10-30,4.867,4.78,4.895,4.745,,1.50%
1997-10-31,4.737,4.835,4.865,4.72,,-2.67%
1997-11-03,4.845,4.75,4.87,4.71,,2.28%
1997-11-04,4.848,4.83,4.89,4.81,,0.06%
1997-11-05,4.873,4.845,4.885,4.83,,0.52%
1997-11-06,4.897,4.87,4.945,4.825,,0.49%
1997-11-07,4.85,4.905,4.96,4.81,,-0.96%
1997-11-10,4.863,4.85,4.885,4.825,,0.27%
1997-11-11,4.905,4.86,5.02,4.845,,0.86%
1997-11-12,4.903,4.905,4.97,4.88,,-0.04%
1997-11-13,5.135,4.89,5.15,4.88,,4.73%
1997-11-14,5.08,5.135,5.22,4.99,,-1.07%
1997-11-17,5.118,5.085,5.155,5.085,,0.75%
1997-11-18,5.1,5.12,5.13,5.06,,-0.35%
1997-11-19,5.218,5.1,5.27,5.085,,2.31%
1997-11-20,5.228,5.22,5.24,5.17,,0.19%
1997-11-21,5.418,5.225,5.495,5.21,,3.63%
1997-11-24,5.375,5.44,5.465,5.34,,-0.79%
1997-11-25,5.221,5.345,5.38,5.15,,-2.87%
1997-11-26,5.221,5.205,5.24,5.15,,0.00%
1997-12-01,5.345,5.3,5.35,5.205,,2.38%
1997-12-02,5.348,5.36,5.38,5.32,,0.06%
1997-12-03,5.323,5.355,5.4,5.25,,-0.47%
1997-12-04,5.305,5.32,5.34,5.275,,-0.34%
1997-12-05,5.428,5.3,5.495,5.3,,2.32%
1997-12-08,5.395,5.44,5.46,5.365,,-0.61%
1997-12-09,5.448,5.395,5.46,5.33,,0.98%
1997-12-10,5.875,5.455,5.885,5.455,,7.84%
1997-12-11,5.81,5.905,6.22,5.775,,-1.11%
1997-12-12,5.878,5.795,5.96,5.76,,1.17%
1997-12-15,5.905,5.89,6.045,5.865,,0.46%
1997-12-16,5.965,5.9,5.99,5.81,,1.02%
1997-12-17,5.968,5.99,6.095,5.915,,0.05%
1997-12-18,6.073,5.97,6.08,5.93,,1.76%
1997-12-19,6.055,6.08,6.13,6.0,,-0.30%
1997-12-22,6.025,6.05,6.08,6.015,,-0.50%
1997-12-23,6.243,6.03,6.25,6.015,,3.62%
1997-12-24,6.378,6.265,6.395,6.195,,2.16%
1997-12-26,6.35,6.375,6.38,6.31,,-0.44%
1997-12-29,6.33,6.35,6.35,6.2,,-0.31%
1997-12-30,6.185,6.33,6.33,6.12,,-2.29%
1997-12-31,5.988,6.175,6.175,5.8,,-3.19%
1998-01-02,5.955,5.955,5.99,5.925,,-0.55%
1998-01-05,5.923,5.93,5.955,5.815,,-0.54%
1998-01-06,6.065,5.93,6.19,5.835,,2.40%
1998-01-07,6.018,6.045,6.08,5.96,,-0.77%
1998-01-08,5.773,6.01,6.08,5.64,,-4.07%
1998-01-09,5.638,5.755,5.805,5.615,,-2.34%
1998-01-12,5.475,5.61,5.64,5.405,,-2.89%
1998-01-13,5.685,5.47,5.695,5.385,,3.84%
1998-01-14,5.688,5.685,5.81,5.595,,0.05%
1998-01-15,5.813,5.675,5.835,5.63,,2.20%
1998-01-16,5.783,5.83,5.89,5.755,,-0.52%
1998-01-20,5.673,5.74,5.855,5.66,,-1.90%
1998-01-21,5.803,5.67,5.815,5.66,,2.29%
1998-01-22,5.718,5.815,5.875,5.7,,-1.46%
1998-01-23,5.893,5.76,5.94,5.715,,3.06%
1998-01-26,5.938,5.92,5.95,5.815,,0.76%
1998-01-27,6.103,5.945,6.11,5.92,,2.78%
1998-01-28,6.053,6.105,6.145,5.82,,-0.82%
1998-01-29,6.03,6.07,6.11,6.0,,-0.38%
1998-01-30,6.125,6.025,6.34,5.96,,1.58%
1998-02-02,6.248,6.135,6.26,6.115,,2.01%
1998-02-03,6.615,6.255,6.63,6.215,,5.87%
1998-02-04,7.02,6.615,7.08,6.56,,6.12%
1998-02-05,7.28,7.01,7.47,6.88,,3.70%
1998-02-06,7.06,7.25,7.5,7.03,,-3.02%
1998-02-09,6.945,7.06,7.115,6.835,,-1.63%
1998-02-10,7.1,6.95,7.17,6.885,,2.23%
1998-02-11,6.998,7.11,7.14,6.92,,-1.44%
1998-02-12,7.0,7.015,7.1,6.925,,0.03%
1998-02-13,7.095,7.025,7.14,6.98,,1.36%
1998-02-17,6.77,7.07,7.205,6.7,,-4.58%
1998-02-18,6.565,6.78,6.795,6.52,,-3.03%
1998-02-19,6.82,6.595,6.84,6.48,,3.88%
1998-02-20,6.523,6.82,6.82,6.48,,-4.35%
1998-02-23,6.473,6.52,6.53,6.36,,-0.77%
1998-02-24,6.335,6.475,6.52,6.29,,-2.13%
1998-02-25,6.007,6.35,6.385,5.99,,-5.18%
1998-02-26,6.203,6.06,6.245,6.02,,3.26%
1998-02-27,6.48,6.21,6.5,6.205,,4.47%
1998-03-02,6.568,6.485,6.6,6.45,,1.36%
1998-03-03,6.383,6.57,6.57,6.3,,-2.82%
1998-03-04,6.348,6.39,6.405,6.3,,-0.55%
1998-03-05,6.363,6.345,6.415,6.26,,0.24%
1998-03-06,6.07,6.35,6.4,6.05,,-4.60%
1998-03-09,6.093,6.07,6.12,5.905,,0.38%
1998-03-10,6.305,6.1,6.32,6.05,,3.48%
1998-03-11,6.125,6.315,6.335,6.11,,-2.85%
1998-03-12,6.185,6.11,6.21,6.04,,0.98%
1998-03-13,6.135,6.195,6.23,6.035,,-0.81%
1998-03-16,6.095,6.15,6.155,6.055,,-0.65%
1998-03-17,5.835,6.085,6.125,5.8,,-4.27%
1998-03-18,5.928,5.835,5.95,5.71,,1.59%
1998-03-19,5.89,5.92,5.99,5.57,,-0.64%
1998-03-20,6.135,5.895,6.16,5.755,,4.16%
1998-03-23,6.38,6.135,6.395,6.12,,3.99%
1998-03-24,6.335,6.375,6.51,6.29,,-0.71%
1998-03-25,6.19,6.32,6.36,6.16,,-2.29%
1998-03-26,6.363,6.19,6.385,6.14,,2.79%
1998-03-27,6.32,6.365,6.43,6.305,,-0.68%
1998-03-30,6.295,6.35,6.375,6.27,,-0.40%
1998-03-31,6.467,6.29,6.49,6.23,,2.73%
1998-04-01,6.33,6.45,6.47,6.28,,-2.12%
1998-04-02,6.533,6.33,6.57,6.3,,3.21%
1998-04-03,6.575,6.53,6.745,6.51,,0.64%
1998-04-06,6.37,6.57,6.63,6.26,,-3.12%
1998-04-07,6.377,6.38,6.48,6.315,,0.11%
1998-04-08,6.393,6.415,6.485,6.33,,0.25%
1998-04-09,6.4,6.4,6.45,6.2,,0.11%
1998-04-13,6.353,6.38,6.4,6.31,,-0.73%
1998-04-14,6.265,6.355,6.365,6.18,,-1.39%
1998-04-15,6.3,6.23,6.32,6.19,,0.56%
1998-04-16,6.29,6.305,6.305,6.05,,-0.16%
1998-04-17,6.237,6.29,6.29,6.205,,-0.84%
1998-04-20,6.215,6.23,6.28,6.18,,-0.35%
1998-04-21,6.293,6.22,6.375,6.155,,1.26%
1998-04-22,6.263,6.295,6.34,6.23,,-0.48%
1998-04-23,6.285,6.27,6.305,6.23,,0.35%
1998-04-24,6.225,6.285,6.29,6.18,,-0.95%
1998-04-27,6.148,6.225,6.245,6.12,,-1.24%
1998-04-28,6.115,6.135,6.18,6.075,,-0.54%
1998-04-29,6.24,6.17,6.27,6.08,,2.04%
1998-04-30,6.23,6.25,6.34,6.17,,-0.16%
1998-05-01,6.153,6.23,6.26,6.14,,-1.24%
1998-05-04,6.247,6.17,6.27,6.125,,1.53%
1998-05-05,6.108,6.26,6.33,6.08,,-2.23%
1998-05-06,5.918,6.11,6.17,5.88,,-3.11%
1998-05-07,5.975,5.94,5.995,5.85,,0.96%
1998-05-08,5.962,5.975,6.04,5.955,,-0.22%
1998-05-11,5.732,5.96,5.98,5.725,,-3.86%
1998-05-12,5.565,5.75,5.79,5.5,,-2.91%
1998-05-13,5.533,5.57,5.595,5.425,,-0.58%
1998-05-14,5.56,5.53,5.62,5.52,,0.49%
1998-05-15,5.572,5.57,5.69,5.55,,0.22%
1998-05-18,5.287,5.575,5.575,5.28,,-5.11%
1998-05-19,5.172,5.295,5.295,5.165,,-2.18%
1998-05-20,5.235,5.18,5.335,5.09,,1.22%
1998-05-21,5.28,5.24,5.35,5.215,,0.86%
1998-05-22,5.255,5.28,5.33,5.25,,-0.47%
1998-05-26,5.105,5.25,5.285,5.07,,-2.85%
1998-05-27,5.168,5.1,5.205,4.995,,1.23%
1998-05-28,5.05,5.135,5.22,5.04,,-2.28%
1998-05-29,5.085,5.04,5.1,4.92,,0.69%
1998-06-01,5.055,5.1,5.155,4.98,,-0.59%
1998-06-02,5.168,5.05,5.2,4.985,,2.24%
1998-06-03,5.178,5.17,5.21,5.1,,0.19%
1998-06-04,5.22,5.18,5.23,5.12,,0.81%
1998-06-05,5.273,5.22,5.29,5.055,,1.02%
1998-06-08,5.418,5.27,5.425,5.125,,2.75%
1998-06-09,5.32,5.42,5.48,5.29,,-1.81%
1998-06-10,5.318,5.32,5.38,5.295,,-0.04%
1998-06-11,5.155,5.325,5.33,5.13,,-3.07%
1998-06-12,5.103,5.14,5.205,5.065,,-1.01%
1998-06-15,5.078,5.12,5.12,5.05,,-0.49%
1998-06-16,5.183,5.07,5.22,5.04,,2.07%
1998-06-17,5.365,5.185,5.375,5.175,,3.51%
1998-06-18,5.26,5.35,5.4,5.21,,-1.96%
1998-06-19,5.352,5.245,5.455,5.245,,1.75%
1998-06-22,5.325,5.31,5.34,5.26,,-0.50%
1998-06-23,5.34,5.31,5.36,5.31,,0.28%
1998-06-24,5.262,5.335,5.34,5.24,,-1.46%
1998-06-25,5.335,5.26,5.35,5.25,,1.39%
1998-06-26,5.328,5.37,5.43,5.255,,-0.13%
1998-06-29,5.34,5.33,5.37,5.26,,0.23%
1998-06-30,5.535,5.325,5.585,5.325,,3.65%
1998-07-01,5.475,5.53,5.595,5.45,,-1.08%
1998-07-02,5.332,5.47,5.515,5.28,,-2.61%
1998-07-06,5.34,5.355,5.375,5.325,,0.15%
1998-07-07,5.408,5.345,5.445,5.34,,1.27%
1998-07-08,5.365,5.41,5.445,5.26,,-0.80%
1998-07-09,5.355,5.35,5.385,5.285,,-0.19%
1998-07-10,5.305,5.36,5.36,5.26,,-0.93%
1998-07-13,5.333,5.31,5.405,5.235,7.22K,0.53%
1998-07-14,5.325,5.335,5.385,5.285,4.96K,-0.15%
1998-07-15,5.343,5.34,5.36,5.29,8.66K,0.34%
1998-07-16,5.34,5.35,5.42,5.295,6.89K,-0.06%
1998-07-17,5.373,5.335,5.395,5.285,8.12K,0.62%
1998-07-20,5.47,5.375,5.475,5.375,18.89K,1.81%
1998-07-21,5.54,5.47,5.575,5.405,15.58K,1.28%
1998-07-22,5.66,5.54,5.71,5.525,23.46K,2.17%
1998-07-23,5.802,5.67,5.85,5.645,22.76K,2.51%
1998-07-24,5.707,5.84,5.885,5.635,9.39K,-1.64%
1998-07-27,5.65,5.71,5.72,5.61,8.53K,-1.00%
1998-07-28,5.67,5.655,5.705,5.615,13.60K,0.35%
1998-07-29,5.593,5.68,5.75,5.58,10.41K,-1.36%
1998-07-30,5.515,5.59,5.6,5.48,10.21K,-1.39%
1998-07-31,5.458,5.52,5.54,5.425,11.38K,-1.03%
1998-08-03,5.36,5.46,5.485,5.355,12.48K,-1.80%
1998-08-04,5.453,5.365,5.48,5.35,9.15K,1.74%
1998-08-05,5.405,5.45,5.5,5.385,6.42K,-0.88%
1998-08-06,5.43,5.41,5.48,5.395,16.15K,0.46%
1998-08-07,5.273,5.43,5.45,5.265,5.39K,-2.89%
1998-08-10,5.31,5.275,5.325,5.265,12.81K,0.70%
1998-08-11,5.178,5.32,5.335,5.14,13.16K,-2.49%
1998-08-12,5.14,5.17,5.25,5.12,20.23K,-0.73%
1998-08-13,5.188,5.15,5.2,5.04,20.23K,0.93%
1998-08-14,5.15,5.18,5.2,5.1,5.67K,-0.73%
1998-08-17,5.11,5.165,5.165,5.03,11.15K,-0.78%
1998-08-18,5.07,5.12,5.12,5.04,6.31K,-0.78%
1998-08-19,5.068,5.07,5.12,5.04,9.95K,-0.04%
1998-08-20,5.145,5.065,5.18,5.045,6.81K,1.52%
1998-08-21,5.165,5.145,5.175,5.12,,0.39%
1998-08-24,5.125,5.175,5.175,5.12,20.93K,-0.77%
1998-08-25,5.01,5.125,5.13,4.99,20.11K,-2.24%
1998-08-26,4.965,5.01,5.085,4.895,15.46K,-0.90%
1998-08-27,4.855,4.96,4.985,4.84,15.28K,-2.22%
1998-08-28,4.695,4.9,4.935,4.675,10.63K,-3.30%
1998-08-31,4.678,4.705,4.78,4.67,15.13K,-0.36%
