タイトル,年月,売上予測,関連ジャンル,サービス終了日
レッド：プライドオブエデン,2022/11,"1,060万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/10,"1,140万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/09,88万G,GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/08,86万G,GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/07,"1,281万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/06,"1,119万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/05,352万G,GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/04,"1,325万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/03,"1,477万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/02,"1,396万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2022/01,"6,393万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/09,86万G,GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/08,"1,248万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/07,"3,564万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/06,"1,209万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/05,"1,244万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/04,"1,674万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/03,"1,826万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/02,"2,108万G",GAME RPG CARD,2023-12-15
レッド：プライドオブエデン,2023/01,"2,683万G",GAME RPG CARD,2023-12-15
防振り ～らいんうぉーず！～,2020/12,57万G,,2021-09-21
防振り ～らいんうぉーず！～,2020/11,59万G,,2021-09-21
防振り ～らいんうぉーず！～,2020/10,569万G,,2021-09-21
防振り ～らいんうぉーず！～,2020/09,98万G,,2021-09-21
防振り ～らいんうぉーず！～,2020/08,294万G,,2021-09-21
防振り ～らいんうぉーず！～,2020/07,870万G,,2021-09-21
防振り ～らいんうぉーず！～,2020/06,"2,896万G",,2021-09-21
防振り ～らいんうぉーず！～,2020/05,"1,662万G",,2021-09-21
防振り ～らいんうぉーず！～,2020/04,"2,812万G",,2021-09-21
防振り ～らいんうぉーず！～,2020/03,"3,981万G",,2021-09-21
防振り ～らいんうぉーず！～,2020/02,"2,225万G",,2021-09-21
防振り ～らいんうぉーず！～,2020/01,"1,947万G",,2021-09-21
防振り ～らいんうぉーず！～,2021/04,67万G,,2021-09-21
防振り ～らいんうぉーず！～,2021/03,150万G,,2021-09-21
防振り ～らいんうぉーず！～,2021/02,79万G,,2021-09-21
防振り ～らいんうぉーず！～,2021/01,45万G,,2021-09-21
蒼藍の誓い - ブルーオース,2020/12,"3,580万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/11,"1,426万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/10,"2,505万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/09,"3,907万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/08,"7,906万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/07,1.26億G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/06,1.34億G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/05,2.19億G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2020/04,2.68億G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/12,"3,023万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/11,"2,572万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/10,"3,473万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/09,159万G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/08,990万G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/07,"3,017万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/06,"1,724万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/05,"3,349万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/04,"2,948万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/03,"3,137万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/02,"5,345万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2021/01,"4,999万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/12,623万G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/11,446万G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/10,"1,141万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/09,992万G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/08,"1,585万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/07,"1,937万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/06,"2,146万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/05,"2,173万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/04,"2,496万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/03,"2,707万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/02,"2,212万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2022/01,"2,776万G",GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2023/04,99万G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2023/02,93万G,GAME CARD ACT,2023-08-31
蒼藍の誓い - ブルーオース,2023/01,389万G,GAME CARD ACT,2023-08-31
SHOW BY ROCK!! Fes A Live,2020/12,"4,537万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/11,"4,584万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/10,"7,577万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/09,"6,023万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/08,"6,478万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/07,"6,680万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/06,"7,176万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/05,"7,405万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/04,"6,389万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2020/03,"9,751万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/12,"4,374万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/11,"4,045万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/10,"4,037万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/09,"5,806万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/08,"2,983万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/07,"5,230万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/06,"7,635万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/05,"6,160万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/04,"6,577万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/03,"8,703万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/02,"4,704万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2021/01,"5,647万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/09,"2,176万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/08,"2,629万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/07,"3,846万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/06,"4,419万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/05,"4,832万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/04,"4,009万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/03,"7,268万G",GAME ADV MUSIC,2022-11-30
SHOW BY ROCK!! Fes A Live,2022/02,"4,086万G",GAME ADV MUSIC,2022-11-30
